,similarity_treshold,social_influence,swingers,no_of_neighbors,echo_limit,opinions,Run,Silent_Spiral,community_no,echo_chamber,echo_count,echo_size,majority_percentage,radical_opinions,transitivity,network_type
185,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,185,0.44,10,55,0.013064133,{'3': 55},0.451,0.0,0.0133053428,2
186,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,186,0.32,7,69,0.0163739915,{'3': 69},0.47000000000000003,0.003,0.0159576534,2
187,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,187,0.32,13,110,0.025779236,"{'3': 108, '4': 2}",0.6980000000000001,0.003,0.0210568354,2
188,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,188,0.36,10,72,0.0170293283,"{'3': 71, '4': 1}",0.373,0.006,0.0166319465,2
189,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,189,0.24,8,71,0.0167769376,{'3': 71},0.402,0.002,0.018605933300000002,2
19,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,19,0.26,9,392,0.0561926606,"{'3': 375, '4': 17}",0.6890000000000001,0.0,0.0214009255,2
190,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,190,0.52,10,128,0.0297590931,"{'3': 125, '4': 1}",0.637,0.031,0.0241421661,2
191,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,191,0.54,11,141,0.032729805,"{'3': 138, '4': 3}",0.644,0.01,0.0269545297,2
192,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,192,0.24,11,72,0.0171755725,"{'3': 71, '4': 1}",0.633,0.0,0.0142542277,2
193,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,193,0.24,6,74,0.017498226500000002,"{'3': 73, '4': 1}",0.398,0.001,0.0178427846,2
194,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,194,0.0,16,264,0.0620300752,"{'3': 249, '4': 15}",0.997,0.002,0.029638353200000002,2
195,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,195,0.2,9,54,0.012820512800000001,{'3': 54},0.43,0.0,0.0130727737,2
196,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,196,0.16,13,126,0.0231617647,"{'3': 125, '4': 1}",0.722,0.0,0.013518302400000001,2
197,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,197,0.06,9,65,0.0154430981,"{'3': 64, '4': 1}",0.531,0.0,0.018210492800000002,2
198,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,198,0.52,10,73,0.0174432497,{'3': 73},0.634,0.001,0.0162296901,2
199,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,199,0.52,10,167,0.029901521900000002,"{'3': 159, '4': 8}",0.705,0.001,0.0259214307,2
2,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,2,0.28,4,134,0.0186594203,{'3': 103},0.34800000000000003,0.008,0.0170834165,2
20,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,20,0.66,5,375,0.0525578136,"{'3': 358, '4': 17}",0.559,0.002,0.0224937248,2
200,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,200,0.04,16,475,0.0845045366,"{'3': 452, '4': 22, '5': 1}",0.99,0.001,0.0324307219,2
201,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,201,0.0,16,524,0.09513435,"{'3': 491, '4': 31, '5': 2}",1.0,0.001,0.0320573103,2
202,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,202,0.28,5,134,0.0241789968,"{'3': 131, '4': 3}",0.376,0.003,0.0167642574,2
203,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,203,0.0,15,340,0.060888252100000005,"{'3': 333, '4': 7}",0.974,0.002,0.0339427309,2
204,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,204,0.44,21,29,0.009467842,{'3': 29},0.775,0.0,0.0210645218,2
205,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,205,0.0,15,474,0.0852671344,"{'3': 457, '4': 17}",0.998,0.0,0.0313792904,2
206,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,206,0.5,11,190,0.0342453343,"{'3': 187, '4': 2}",0.706,0.001,0.0258210931,2
207,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,207,0.52,18,28,0.0078354554,{'3': 24},0.583,0.026000000000000002,0.0196375921,2
208,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,208,0.30000000000000004,20,25,0.0080879974,{'3': 25},0.47000000000000003,0.0,0.0216570659,2
209,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,209,0.2,21,22,0.0071871937,{'3': 22},0.602,0.0,0.018944595800000002,2
21,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,21,0.56,3,322,0.044984632600000005,"{'3': 308, '4': 14}",0.517,0.0,0.0191582554,2
210,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,210,0.58,20,20,0.0065681445,{'3': 20},0.619,0.002,0.0096395261,2
211,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,211,0.44,20,14,0.0045781557,{'3': 14},0.41500000000000004,0.001,0.0139370728,2
212,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,212,0.4,8,101,0.0185866765,{'3': 101},0.524,0.002,0.0149406077,2
213,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,213,0.24,18,20,0.00591133,{'3': 18},0.598,0.0,0.0178469589,2
214,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,214,0.2,21,27,0.0087747806,{'3': 27},0.435,0.001,0.020423755000000002,2
215,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,215,0.16,5,122,0.021942446,"{'3': 120, '4': 2}",0.314,0.0,0.0168678203,2
216,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,216,0.48,4,289,0.0410161794,"{'3': 281, '4': 8}",0.507,0.002,0.0220616945,2
217,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,217,0.48,8,359,0.0513998564,"{'3': 350, '4': 8}",0.65,0.0,0.021724681000000003,2
218,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,218,0.5,5,340,0.0486896749,"{'3': 328, '4': 12}",0.558,0.0,0.0209081277,2
219,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,219,0.84,7,438,0.061156101600000005,"{'3': 415, '4': 23}",0.663,0.0,0.0250084866,2
22,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,22,0.36,8,280,0.0391194616,"{'3': 263, '4': 15, '5': 1}",0.5680000000000001,0.001,0.018650265200000002,2
220,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,220,0.38,6,379,0.053252775,"{'3': 360, '4': 18, '5': 1}",0.5650000000000001,0.0,0.0228534367,2
221,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,221,0.64,4,266,0.038278889,"{'3': 263, '4': 3}",0.549,0.001,0.0167836593,2
222,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,222,0.38,5,188,0.0267121341,"{'3': 183, '4': 5}",0.466,0.0,0.0162096126,2
223,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,223,0.08,13,262,0.0363206234,"{'3': 258, '4': 3}",0.912,0.0,0.0275400054,2
224,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,224,0.42,8,58,0.0138955438,{'3': 58},0.494,0.016,0.011330860600000001,2
225,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,225,0.32,9,50,0.0119560019,{'3': 50},0.397,0.0,0.0110656795,2
226,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,226,0.44,10,70,0.0166191833,"{'3': 69, '4': 1}",0.41100000000000003,0.0,0.015492920600000001,2
227,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,227,0.4,11,53,0.0125177137,{'3': 53},0.47500000000000003,0.001,0.0138328384,2
228,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,228,0.2,9,66,0.0156509367,{'3': 66},0.499,0.002,0.014233341200000001,2
229,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,229,0.5,9,68,0.0159027128,{'3': 68},0.365,0.011,0.0162186921,2
23,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,23,0.2,8,225,0.0314817406,"{'3': 219, '4': 6}",0.704,0.001,0.024722910900000002,2
230,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,230,0.54,12,69,0.0164090369,"{'3': 67, '4': 2}",0.504,0.004,0.0136337131,2
231,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,231,0.52,11,97,0.0229260222,{'3': 97},0.577,0.0,0.019727743500000002,2
232,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,232,0.30000000000000004,12,92,0.021826809000000003,{'3': 92},0.584,0.0,0.0202505651,2
233,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,233,0.22,8,51,0.012099644100000001,"{'3': 50, '4': 1}",0.367,0.0,0.0129819223,2
234,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,234,0.0,15,110,0.0261655566,"{'3': 106, '4': 4}",0.9470000000000001,0.0,0.0177022711,2
235,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,235,0.22,14,129,0.0303605313,"{'3': 127, '4': 1}",0.8270000000000001,0.001,0.0215023531,2
236,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,236,0.12,8,137,0.024751580800000002,{'3': 137},0.534,0.0,0.0180501981,2
237,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,237,0.2,17,106,0.0251721681,"{'3': 104, '4': 2}",0.913,0.0,0.020053669,2
238,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,238,0.5,10,88,0.020927467300000002,{'3': 88},0.511,0.0,0.0146729232,2
239,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,239,0.56,11,121,0.021630318200000002,"{'3': 118, '4': 3}",0.634,0.002,0.0251165322,2
24,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,24,0.42,10,72,0.016826361300000002,{'3': 72},0.419,0.01,0.019255341000000002,2
240,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,240,0.30000000000000004,17,271,0.0488024491,"{'3': 261, '4': 10}",0.969,0.0,0.0243799608,2
241,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,241,0.0,15,531,0.0962130821,"{'3': 499, '4': 32}",1.0,0.001,0.030217298000000004,2
242,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,242,0.12,11,145,0.0264309151,"{'3': 143, '4': 2}",0.635,0.008,0.0162928715,2
243,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,243,0.1,17,213,0.0385241454,"{'3': 212, '4': 1}",0.97,0.001,0.022169661900000002,2
244,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,244,0.4,21,13,0.0042400522,{'3': 13},0.398,0.001,0.013802027000000001,2
245,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,245,0.0,16,300,0.054200542000000004,"{'3': 296, '4': 4}",0.987,0.001,0.026617229200000002,2
246,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,246,0.92,14,378,0.0676207513,"{'3': 353, '4': 24, '5': 1}",0.989,0.002,0.025614661400000002,2
247,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,247,0.32,24,76,0.024691358,{'3': 76},0.93,0.012,0.0299897683,2
248,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,248,0.42,23,24,0.0077896787,{'3': 24},0.461,0.0,0.022414140500000002,2
249,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,249,0.30000000000000004,19,35,0.0114341718,{'3': 35},0.626,0.001,0.0233344298,2
25,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,25,0.38,12,63,0.014723066100000001,{'3': 63},0.523,0.0,0.0182917972,2
250,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,250,0.32,18,22,0.0071825008,{'3': 22},0.383,0.001,0.0144060126,2
251,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,251,0.44,19,28,0.0091473375,{'3': 28},0.34700000000000003,0.001,0.0180388793,2
252,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,252,0.30000000000000004,6,128,0.0234690136,"{'3': 126, '4': 2}",0.489,0.001,0.0149873716,2
253,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,253,0.38,22,36,0.0117647059,{'3': 36},0.628,0.0,0.0164264573,2
254,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,254,0.42,19,21,0.0068292683,{'3': 21},0.352,0.0,0.016828582300000002,2
255,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,255,0.42,12,164,0.0297586645,"{'3': 158, '4': 6}",0.662,0.001,0.0165382738,2
256,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,256,0.38,5,358,0.0505825519,"{'3': 344, '4': 12}",0.556,0.001,0.022076326,2
257,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,257,0.52,3,421,0.0599117689,"{'3': 394, '4': 26, '5': 1}",0.515,0.0,0.0212694437,2
258,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,258,0.42,5,342,0.0468443198,"{'3': 326, '4': 8}",0.55,0.001,0.0231121788,2
259,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,259,0.16,7,390,0.0553421539,"{'3': 366, '4': 22, '5': 1}",0.645,0.0,0.023126966500000002,2
26,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,26,0.34,13,81,0.0185620301,{'3': 79},0.529,0.0,0.0184182118,2
260,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,260,0.58,4,405,0.0548170481,"{'3': 382, '4': 18}",0.578,0.0,0.0238521732,2
261,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,261,0.46,5,334,0.0477279223,"{'3': 325, '4': 9}",0.561,0.001,0.0221830186,2
262,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,262,0.26,5,233,0.0330075081,"{'3': 229, '4': 4}",0.495,0.0,0.0184274899,2
263,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,263,0.0,4,327,0.046607753700000004,"{'3': 314, '4': 13}",0.534,0.001,0.0253585342,2
264,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,264,0.42,9,66,0.0154747948,{'3': 66},0.453,0.0,0.0195996931,2
265,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,265,0.32,11,55,0.013076557300000001,{'3': 55},0.47900000000000004,0.004,0.012580711100000001,2
266,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,266,0.30000000000000004,9,67,0.015899383,{'3': 67},0.441,0.0,0.013402039900000001,2
267,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,267,0.36,10,54,0.011627907000000002,{'3': 49},0.418,0.012,0.0148273957,2
268,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,268,0.38,10,66,0.015478424000000001,{'3': 66},0.457,0.014,0.0165664092,2
269,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,269,0.34,10,71,0.0167967826,{'3': 71},0.362,0.004,0.0146990648,2
27,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,27,0.28,12,77,0.0179414542,{'3': 76},0.451,0.0,0.016870147500000002,2
270,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,270,0.64,12,124,0.029411764700000002,"{'3': 123, '4': 1}",0.619,0.032,0.0230526105,2
271,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,271,0.5,12,79,0.0186938003,"{'3': 78, '4': 1}",0.593,0.0,0.0161752547,2
272,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,272,0.02,15,76,0.0180436847,{'3': 76},0.798,0.005,0.0169391983,2
273,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,273,0.26,10,85,0.020089813300000002,"{'3': 84, '4': 1}",0.488,0.0,0.0183026333,2
274,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,274,0.0,15,48,0.0110666353,{'3': 47},0.488,0.004,0.0222914934,2
275,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,275,0.30000000000000004,9,64,0.0151515152,{'3': 64},0.441,0.0,0.0173445663,2
276,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,276,0.22,15,174,0.030736619000000003,"{'3': 173, '4': 1}",0.784,0.039,0.0214440696,2
277,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,277,0.4,11,42,0.0098800282,{'3': 42},0.453,0.001,0.019697434,2
278,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,278,0.46,8,101,0.0238940147,{'3': 101},0.594,0.001,0.019528743,2
279,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,279,0.6000000000000001,17,124,0.0225372592,"{'3': 122, '4': 2}",0.9470000000000001,0.0,0.0229885276,2
28,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,28,0.42,8,73,0.0172658467,{'3': 73},0.44,0.0,0.0168152485,2
280,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,280,0.52,18,198,0.035746688400000004,"{'3': 190, '4': 7}",0.919,0.0,0.0198601216,2
281,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,281,1.0,16,591,0.10593296290000001,"{'3': 568, '4': 23}",1.0,0.0,0.0372669167,2
282,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,282,0.26,7,116,0.0209159755,"{'3': 115, '4': 1}",0.425,0.016,0.0174382034,2
283,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,283,0.5,14,246,0.044524886900000005,"{'3': 241, '4': 5}",0.9,0.0,0.0242187949,2
284,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,284,0.0,19,49,0.0159921671,{'3': 49},0.9480000000000001,0.0,0.0225928765,2
285,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,285,0.0,13,138,0.0253257478,"{'3': 135, '4': 3}",0.779,0.003,0.016378348100000002,2
286,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,286,0.46,14,186,0.0337017576,"{'3': 181, '4': 5}",0.9410000000000001,0.0,0.0216764942,2
287,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,287,0.54,18,32,0.0104643558,{'3': 32},0.5740000000000001,0.025,0.0173428242,2
288,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,288,0.26,20,4,0.0013114754,{'3': 4},0.384,0.002,0.0113791453,2
289,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,289,0.18,21,22,0.0071918928,{'3': 22},0.492,0.0,0.0175126666,2
29,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,29,0.22,10,67,0.015828018,{'3': 67},0.514,0.03,0.0157076705,2
290,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,290,0.4,18,21,0.0068672335,{'3': 21},0.371,0.001,0.0139494386,2
291,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,291,0.4,18,20,0.0065616798,{'3': 20},0.433,0.0,0.0120117687,2
292,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,292,0.30000000000000004,7,122,0.0218648356,"{'3': 120, '4': 1}",0.487,0.002,0.0142002849,2
293,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,293,0.30000000000000004,17,27,0.0088062622,{'3': 27},0.491,0.0,0.0167907479,2
294,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,294,0.12,21,22,0.0071942446,{'3': 22},0.527,0.002,0.017592863,2
295,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,295,0.32,10,168,0.0302757254,"{'3': 163, '4': 5}",0.5740000000000001,0.0,0.0168166137,2
296,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,296,0.6000000000000001,3,268,0.0382747786,"{'3': 264, '4': 4}",0.542,0.0,0.0180549889,2
297,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,297,0.38,12,473,0.06705415370000001,"{'3': 454, '4': 19}",0.771,0.001,0.026071902100000002,2
298,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,298,0.28,9,381,0.0540425532,"{'3': 370, '4': 11}",0.683,0.0,0.023242589600000002,2
299,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,299,0.52,4,290,0.0415949512,"{'3': 288, '4': 2}",0.515,0.001,0.0196379666,2
3,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,3,0.04,16,355,0.064206909,"{'3': 346, '4': 9}",0.979,0.0,0.0270664091,2
30,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,30,0.5,11,76,0.0182123173,{'3': 76},0.5720000000000001,0.014,0.015125074300000001,2
300,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,300,0.36,4,302,0.0421141888,"{'3': 294, '4': 4}",0.524,0.0,0.0220377213,2
301,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,301,0.48,4,341,0.0475460123,"{'3': 332, '4': 9}",0.516,0.001,0.022214976100000002,2
302,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,302,0.34,6,254,0.0357042452,"{'3': 252, '4': 2}",0.531,0.0,0.019995227,2
303,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,303,0.08,5,209,0.029959862400000002,"{'3': 206, '4': 3}",0.516,0.001,0.020644896000000003,2
304,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,304,0.32,9,71,0.0165562914,{'3': 70},0.403,0.01,0.017926000600000002,2
305,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,305,0.24,10,63,0.0148235294,"{'3': 62, '4': 1}",0.44,0.003,0.0127600475,2
306,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,306,0.30000000000000004,10,95,0.022395096700000002,"{'3': 94, '4': 1}",0.36,0.0,0.0192382893,2
307,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,307,0.44,11,113,0.0266509434,"{'3': 108, '4': 5}",0.606,0.004,0.0200940684,2
308,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,308,0.30000000000000004,12,102,0.0240509314,"{'3': 101, '4': 1}",0.624,0.008,0.0195033464,2
309,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,309,0.34,10,71,0.0169612996,{'3': 71},0.5640000000000001,0.0,0.0143455731,2
31,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,31,0.5,9,88,0.0207302709,{'3': 88},0.547,0.04,0.0202921883,2
310,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,310,0.38,14,86,0.020225776100000002,"{'3': 85, '4': 1}",0.605,0.0,0.0193932473,2
311,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,311,0.58,11,79,0.0186628868,{'3': 79},0.506,0.001,0.0161653516,2
312,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,312,0.24,13,82,0.0192895789,{'3': 82},0.6960000000000001,0.0,0.020010223900000002,2
313,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,313,0.18,9,71,0.0166627552,"{'3': 70, '4': 1}",0.431,0.001,0.0170389173,2
314,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,314,0.88,17,172,0.0407776197,"{'3': 170, '4': 2}",0.993,0.002,0.024115619,2
315,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,315,0.32,9,71,0.0164861046,"{'3': 68, '4': 2}",0.403,0.0,0.016683865500000002,2
316,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,316,0.30000000000000004,7,144,0.0206279664,{'3': 113},0.532,0.004,0.0174030979,2
317,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,317,0.14,17,199,0.0470560416,"{'3': 197, '4': 2}",0.983,0.007,0.025024168700000002,2
318,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,318,0.36,10,102,0.0242972844,"{'3': 101, '4': 1}",0.548,0.0,0.0196752576,2
319,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,319,0.5,10,87,0.0158817087,"{'3': 86, '4': 1}",0.711,0.002,0.0195295376,2
32,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,32,0.32,10,62,0.0147408464,{'3': 62},0.486,0.0,0.0161750368,2
320,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,320,0.5,14,186,0.0338427948,"{'3': 185, '4': 1}",0.91,0.0,0.0202014774,2
