,similarity_treshold,social_influence,swingers,no_of_neighbors,echo_limit,opinions,Run,Silent_Spiral,community_no,echo_chamber,echo_count,echo_size,majority_percentage,radical_opinions,transitivity,network_type
449,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,449,0.32,22,18,0.0058862001,{'3': 18},0.398,0.001,0.014953971500000001,2
45,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,45,0.0,13,538,0.09742846790000001,"{'3': 511, '4': 26, '5': 1}",1.0,0.001,0.0322485707,2
450,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,450,0.36,20,37,0.0120325203,{'3': 37},0.634,0.0,0.0209118833,2
451,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,451,0.38,18,19,0.006166829,{'3': 19},0.49,0.001,0.0183326386,2
452,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,452,0.24,8,166,0.0298400144,"{'3': 164, '4': 2}",0.53,0.036000000000000004,0.0163867502,2
453,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,453,0.36,20,23,0.0075286416,{'3': 23},0.404,0.0,0.012467594200000001,2
454,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,454,0.1,20,36,0.0117111256,{'3': 36},0.589,0.008,0.0246994047,2
455,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,455,0.38,8,149,0.0271501458,"{'3': 146, '4': 3}",0.5760000000000001,0.0,0.0194168577,2
456,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,456,0.58,3,322,0.0457321403,"{'3': 317, '4': 5}",0.512,0.001,0.0211939636,2
457,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,457,0.64,11,407,0.0588745841,"{'3': 397, '4': 10}",0.756,0.0,0.022872590800000002,2
458,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,458,0.54,5,306,0.0432562757,"{'3': 294, '4': 11}",0.536,0.002,0.0202750342,2
459,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,459,0.78,9,340,0.048913825300000005,"{'3': 328, '4': 12}",0.6970000000000001,0.0,0.0205034457,2
46,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,46,0.48,13,213,0.0386920981,"{'3': 211, '4': 2}",0.894,0.001,0.0234529727,2
460,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,460,0.48,5,336,0.047403424400000005,"{'3': 309, '4': 25, '5': 1}",0.502,0.0,0.0179402021,2
461,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,461,0.16,8,404,0.0566937974,"{'3': 397, '4': 7}",0.664,0.0,0.025750788900000002,2
462,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,462,0.48,5,212,0.030111844000000002,"{'3': 207, '4': 3}",0.47500000000000003,0.0,0.0168936449,2
463,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,463,0.0,7,263,0.0370892681,"{'3': 249, '4': 13, '5': 1}",0.668,0.001,0.0217137742,2
464,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,464,0.36,12,64,0.015105027100000001,{'3': 64},0.594,0.0,0.0135320922,2
465,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,465,0.34,9,56,0.013229388100000001,{'3': 56},0.41200000000000003,0.0,0.013710651400000001,2
466,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,466,0.28,11,75,0.0178147268,{'3': 75},0.609,0.006,0.015886633600000002,2
467,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,467,0.16,11,71,0.0168206586,"{'3': 69, '4': 2}",0.5660000000000001,0.004,0.0165119458,2
468,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,468,0.36,11,67,0.0156725146,{'3': 67},0.398,0.016,0.0223615685,2
469,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,469,0.32,10,73,0.0174224344,"{'3': 72, '4': 1}",0.5630000000000001,0.004,0.0115962109,2
47,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,47,0.5,20,34,0.0110966057,{'3': 34},0.625,0.022,0.0171290004,2
470,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,470,0.54,12,84,0.019858156000000002,{'3': 84},0.545,0.0,0.0175708811,2
471,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,471,0.46,11,120,0.026093088900000002,{'3': 111},0.596,0.006,0.0206287939,2
472,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,472,0.32,9,70,0.016564126800000002,"{'3': 69, '4': 1}",0.449,0.0,0.0164764663,2
473,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,473,0.32,13,76,0.0177611591,{'3': 76},0.58,0.001,0.0187882547,2
474,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,474,0.0,16,185,0.0443007663,"{'3': 183, '4': 2}",1.0,0.0,0.022783618500000002,2
475,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,475,0.24,15,150,0.035739814200000004,"{'3': 148, '4': 2}",0.858,0.0,0.0225854749,2
476,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,476,0.16,13,131,0.023900748000000003,{'3': 131},0.621,0.0,0.0156381966,2
477,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,477,0.0,12,59,0.0134879319,{'3': 57},0.61,0.0,0.0184379857,2
478,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,478,0.58,14,131,0.0310352997,"{'3': 130, '4': 1}",0.791,0.005,0.0227187937,2
479,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,479,0.2,15,172,0.0313239847,"{'3': 171, '4': 1}",0.982,0.0,0.0259471471,2
48,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,48,0.32,17,24,0.0078534031,{'3': 24},0.467,0.0,0.014901236200000001,2
480,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,480,0.54,11,168,0.0298858902,"{'3': 162, '4': 3}",0.758,0.002,0.0214649515,2
481,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,481,0.02,15,605,0.1073075559,"{'3': 545, '4': 55, '5': 5}",0.998,0.0,0.0347467603,2
482,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,482,0.22,13,93,0.0171586716,{'3': 93},0.661,0.007,0.013745559000000001,2
483,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,483,0.0,15,600,0.10743061770000001,"{'3': 574, '4': 26}",1.0,0.0,0.040615047,2
484,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,484,0.0,19,56,0.018246986,{'3': 56},0.976,0.0,0.027218273600000002,2
485,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,485,0.42,15,237,0.0433193201,"{'3': 230, '4': 7}",0.885,0.001,0.0210760509,2
486,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,486,0.46,15,292,0.052480230100000004,"{'3': 290, '4': 2}",0.9470000000000001,0.001,0.0270255805,2
487,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,487,0.5,21,35,0.0113636364,{'3': 35},0.673,0.005,0.0231315263,2
488,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,488,0.42,16,30,0.009718173,{'3': 30},0.5,0.001,0.022418375,2
489,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,489,0.30000000000000004,19,21,0.0068762279,{'3': 21},0.386,0.001,0.015480899999999999,2
49,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,49,0.44,19,19,0.0062335958,{'3': 19},0.64,0.0,0.0119029128,2
490,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,490,0.34,19,33,0.0107491857,{'3': 33},0.4,0.001,0.0182083109,2
491,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,491,0.26,18,35,0.0112830432,{'3': 35},0.519,0.048,0.021176447600000002,2
492,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,492,0.32,5,110,0.0197770586,"{'3': 107, '4': 3}",0.433,0.0,0.0179944047,2
493,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,493,0.32,18,38,0.0123216602,{'3': 38},0.483,0.042,0.020832530300000002,2
494,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,494,0.32,20,26,0.008095854900000001,{'3': 25},0.402,0.0,0.0220197895,2
495,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,495,0.18,11,118,0.0209752599,{'3': 117},0.5760000000000001,0.0,0.018018374900000002,2
496,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,496,0.8200000000000001,9,404,0.0570740688,"{'3': 386, '4': 17}",0.6920000000000001,0.0,0.0232962426,2
497,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,497,0.38,6,319,0.0453051308,"{'3': 307, '4': 10}",0.608,0.001,0.0208407359,2
498,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,498,0.48,5,333,0.0474291411,"{'3': 328, '4': 5}",0.536,0.001,0.0207521937,2
499,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,499,0.66,6,276,0.0386230059,"{'3': 269, '4': 7}",0.604,0.0,0.0235943541,2
5,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,5,0.14,15,332,0.0600796236,"{'3': 326, '4': 6}",0.983,0.0,0.0283406175,2
50,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,50,0.34,21,28,0.0090879585,{'3': 28},0.61,0.002,0.0245648363,2
500,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,500,0.58,4,276,0.039717945000000004,"{'3': 272, '4': 4}",0.503,0.0,0.0198363343,2
501,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,501,0.6000000000000001,5,375,0.0531764039,"{'3': 360, '4': 14, '5': 1}",0.584,0.0,0.0244360502,2
502,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,502,0.34,5,151,0.021397194300000002,"{'3': 150, '4': 1}",0.487,0.0,0.0156390359,2
503,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,503,0.44,15,338,0.0474519163,"{'3': 330, '4': 8}",0.934,0.001,0.024662398300000003,2
504,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,504,0.42,12,61,0.0141609629,"{'3': 59, '4': 1}",0.433,0.001,0.0136171233,2
505,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,505,0.34,9,86,0.0194669757,"{'3': 83, '4': 1}",0.449,0.003,0.0199230905,2
506,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,506,0.24,8,59,0.0139976275,{'3': 59},0.443,0.0,0.015470921,2
507,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,507,0.54,13,84,0.019895784,"{'3': 83, '4': 1}",0.647,0.01,0.018090418,2
508,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,508,0.32,10,81,0.0191579943,{'3': 81},0.391,0.006,0.0187628309,2
509,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,509,0.44,12,51,0.0121573302,{'3': 51},0.612,0.007,0.0140268175,2
51,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,51,0.34,19,33,0.0107737512,{'3': 33},0.516,0.001,0.019940440400000002,2
510,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,510,0.36,13,112,0.026698450500000002,"{'3': 110, '4': 2}",0.743,0.023,0.0176622502,2
511,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,511,0.48,10,102,0.024130589100000002,"{'3': 100, '4': 2}",0.511,0.001,0.0172278357,2
512,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,512,0.4,15,116,0.0272748648,{'3': 116},0.792,0.0,0.0214897671,2
513,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,513,0.2,7,50,0.011728829500000001,{'3': 50},0.383,0.0,0.0163842477,2
514,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,514,0.0,16,204,0.048629320600000005,"{'3': 200, '4': 4}",1.0,0.0,0.0245614047,2
515,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,515,0.26,9,55,0.013135896800000001,{'3': 55},0.463,0.0,0.0124147865,2
516,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,516,0.18,11,149,0.0266426643,"{'3': 147, '4': 1}",0.582,0.0,0.0170775497,2
517,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,517,0.18,9,44,0.0103945193,{'3': 44},0.464,0.0,0.0149401998,2
518,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,518,0.54,12,107,0.0254036087,"{'3': 104, '4': 3}",0.519,0.0,0.0177269922,2
519,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,519,0.48,9,90,0.0163874727,{'3': 90},0.614,0.002,0.0202028213,2
52,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,52,0.38,8,117,0.0209235209,"{'3': 115, '4': 1}",0.505,0.002,0.0160226597,2
520,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,520,0.0,15,420,0.0751745123,"{'3': 405, '4': 14, '5': 1}",0.99,0.0,0.0295308305,2
521,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,521,0.02,12,51,0.0088848595,"{'3': 48, '4': 1}",0.653,0.002,0.0189006969,2
522,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,522,0.24,10,133,0.0236643958,"{'3': 129, '4': 3}",0.618,0.003,0.019614202100000002,2
523,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,523,0.96,14,620,0.10996807380000001,"{'3': 581, '4': 38, '5': 1}",0.996,0.0,0.038748507,2
524,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,524,0.08,19,42,0.0137165251,{'3': 42},0.836,0.001,0.0232909651,2
525,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,525,0.0,16,477,0.0873466398,"{'3': 460, '4': 17}",1.0,0.0,0.030316574800000003,2
526,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,526,0.38,10,251,0.044765471700000004,"{'3': 243, '4': 8}",0.7010000000000001,0.0,0.023660879200000002,2
527,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,527,0.4,19,28,0.0091294425,{'3': 28},0.527,0.059000000000000004,0.0206596753,2
528,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,528,0.38,22,35,0.0114341718,{'3': 35},0.599,0.0,0.020085016,2
529,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,529,0.22,18,21,0.0055884287,{'3': 17},0.422,0.0,0.0079234015,2
53,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,53,0.34,22,19,0.0062376888,{'3': 19},0.659,0.0,0.015711401700000002,2
530,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,530,0.42,19,25,0.0081994096,{'3': 25},0.395,0.0,0.0178830601,2
531,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,531,0.24,15,26,0.008530183700000001,{'3': 26},0.427,0.001,0.0156657805,2
532,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,532,0.26,4,129,0.0234375,{'3': 129},0.41500000000000004,0.0,0.0173283448,2
533,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,533,0.28,18,16,0.0052562418,{'3': 16},0.449,0.001,0.011110437800000001,2
534,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,534,0.28,21,14,0.0045751634,{'3': 14},0.396,0.0,0.0106872818,2
535,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,535,0.2,14,245,0.035650623900000004,"{'3': 198, '4': 2}",0.776,0.0,0.0235577341,2
536,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,536,0.74,7,347,0.0495926826,"{'3': 337, '4': 10}",0.601,0.0,0.021212091000000002,2
537,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,537,0.38,10,452,0.06327873440000001,"{'3': 428, '4': 24}",0.758,0.0,0.023986347,2
538,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,538,0.72,6,343,0.048045944800000004,"{'3': 330, '4': 13}",0.608,0.001,0.0207524503,2
539,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,539,0.6000000000000001,5,285,0.040834057300000004,"{'3': 276, '4': 6}",0.549,0.0,0.0178495691,2
54,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,54,0.06,23,22,0.0071871937,{'3': 22},0.393,0.0,0.0204866777,2
540,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,540,0.28,6,346,0.049920646400000004,"{'3': 341, '4': 5}",0.588,0.003,0.0209375595,2
541,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,541,0.28,7,324,0.0462857143,"{'3': 317, '4': 7}",0.626,0.0,0.0198989133,2
542,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,542,0.34,3,185,0.0260918888,"{'3': 183, '4': 1}",0.394,0.0,0.0156636948,2
543,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,543,0.04,14,718,0.1018873279,"{'3': 684, '4': 33, '5': 1}",0.992,0.0,0.0358390029,2
544,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,544,0.42,9,73,0.0173726797,{'3': 73},0.396,0.0,0.0155706985,2
545,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,545,0.4,10,59,0.014054311600000001,{'3': 59},0.41100000000000003,0.002,0.0136540622,2
546,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,546,0.26,8,67,0.0158880721,"{'3': 65, '4': 2}",0.44,0.0,0.0159730288,2
547,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,547,0.32,8,60,0.014402304400000001,{'3': 60},0.392,0.0,0.0151191556,2
548,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,548,0.36,8,45,0.0107219442,{'3': 45},0.401,0.0,0.0135306602,2
549,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,549,0.14,13,88,0.020897649,{'3': 88},0.6950000000000001,0.01,0.0209413751,2
55,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,55,0.24,6,105,0.0188577586,{'3': 105},0.429,0.0,0.0169931319,2
550,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,550,0.48,11,82,0.019308700800000002,{'3': 81},0.56,0.0,0.017706364000000002,2
551,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,551,0.52,12,82,0.019412878800000002,{'3': 82},0.598,0.0,0.0186818874,2
552,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,552,0.32,13,81,0.0187485353,"{'3': 79, '4': 1}",0.499,0.0,0.0185611031,2
553,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,553,0.36,13,48,0.0114122682,{'3': 48},0.582,0.001,0.0138094108,2
554,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,554,0.06,17,188,0.0443605474,"{'3': 184, '4': 4}",0.993,0.002,0.025143041600000002,2
555,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,555,0.32,17,62,0.0147900763,{'3': 62},0.708,0.0,0.017998838200000002,2
556,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,556,0.18,8,106,0.0192307692,{'3': 106},0.46900000000000003,0.0,0.015731886,2
557,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,557,0.26,19,125,0.0294464075,"{'3': 124, '4': 1}",0.92,0.004,0.0224171909,2
558,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,558,0.64,15,118,0.028249940100000002,"{'3': 117, '4': 1}",0.895,0.0,0.0181716839,2
559,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,559,0.54,12,94,0.0170444243,{'3': 94},0.766,0.001,0.0200344774,2
56,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,56,0.44,6,345,0.049227246700000005,"{'3': 336, '4': 8}",0.5690000000000001,0.0,0.0200697443,2
560,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,560,0.06,15,667,0.1167104112,"{'3': 591, '4': 70, '5': 6}",0.994,0.0,0.036887760400000004,2
561,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,561,0.04,14,526,0.09434977580000001,"{'3': 495, '4': 31}",0.997,0.0,0.033739703100000004,2
562,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,562,0.22,8,149,0.023251654400000002,"{'3': 129, '4': 1}",0.514,0.009000000000000001,0.0196602908,2
563,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,563,1.0,13,582,0.1043571813,"{'3': 545, '4': 37}",1.0,0.002,0.0325472007,2
564,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,564,0.0,20,30,0.0098425197,{'3': 30},0.767,0.002,0.017743813900000002,2
565,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,565,0.88,16,376,0.06728704370000001,"{'3': 368, '4': 8}",0.993,0.001,0.0272076717,2
566,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,566,0.56,15,187,0.0341927226,"{'3': 182, '4': 5}",0.913,0.0,0.019327224,2
567,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,567,0.66,17,41,0.013381201,{'3': 41},0.545,0.28700000000000003,0.0289943141,2
568,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,568,0.32,20,29,0.009467842,{'3': 29},0.398,0.001,0.0206632063,2
569,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,569,0.4,19,33,0.010780790600000001,{'3': 33},0.498,0.001,0.0213618726,2
57,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,57,0.36,8,387,0.0544916925,"{'3': 378, '4': 9}",0.711,0.0,0.0234256625,2
570,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,570,0.26,17,29,0.009464752,{'3': 29},0.42,0.0,0.0226984548,2
571,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,571,0.18,19,27,0.0088379705,{'3': 27},0.521,0.001,0.0155874202,2
572,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,572,0.32,6,146,0.0248609179,"{'3': 140, '4': 3}",0.41300000000000003,0.0,0.0209764588,2
573,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,573,0.4,21,19,0.0048955614,{'3': 15},0.40700000000000003,0.001,0.014312615400000001,2
574,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,574,0.5,18,13,0.0042400522,{'3': 13},0.381,0.0,0.010415783100000001,2
575,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,575,0.16,6,98,0.0175062522,{'3': 98},0.402,0.001,0.014105569600000001,2
576,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,576,0.46,4,310,0.043341439,"{'3': 297, '4': 6}",0.515,0.0,0.0196510997,2
577,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,577,0.68,9,465,0.0659200454,"{'3': 440, '4': 25}",0.803,0.0,0.0263734887,2
578,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,578,0.5,8,311,0.044368112200000004,"{'3': 287, '4': 20, '5': 3}",0.657,0.001,0.020788338700000002,2
579,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,579,0.56,5,321,0.0454996456,"{'3': 314, '4': 7}",0.532,0.0,0.0208935963,2
58,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,58,0.36,6,294,0.0398400685,"{'3': 271, '4': 8}",0.612,0.0,0.0199962483,2
580,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,580,0.66,4,311,0.0447482014,"{'3': 306, '4': 5}",0.501,0.0,0.0207239107,2
581,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,581,0.62,4,312,0.0444824636,"{'3': 302, '4': 10}",0.548,0.0,0.020892664000000002,2
582,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,582,0.34,3,250,0.035122225300000004,"{'3': 240, '4': 10}",0.41300000000000003,0.001,0.016868961000000002,2
583,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,583,0.22,14,175,0.024509803900000002,"{'3': 169, '4': 6}",0.794,0.0,0.0244375576,2
584,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,584,0.42,11,86,0.019967113,"{'3': 82, '4': 3}",0.485,0.001,0.0166944524,2
585,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,585,0.36,11,70,0.016435783000000002,{'3': 70},0.437,0.029,0.0177605387,2
586,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,586,0.42,10,60,0.014378145200000001,{'3': 60},0.488,0.001,0.0114584167,2
