	no_of_neighbors	similarity_treshold	social_influence	swingers	beta_component	Run	Echo_Chambers	Silent_Spiral	opinions	radical_opinions	network_type
380	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	380	6	0.3333333333333333	0.5566666666666666	0.01	1
381	3.2216796875	0.550439453125	0.405419921875	1.70703125	0.61240234375	381	7	0.36666666666666664	0.5166666666666667	0.0	1
382	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.80224609375	382	8	0.26666666666666666	0.5866666666666667	0.0	1
383	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	383	7	0.2	0.51	0.013333333333333334	1
384	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	384	3	0.3	0.56	0.37333333333333335	1
385	2.4716796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	385	9	0.16666666666666666	0.5533333333333333	0.08333333333333333	1
386	4.9091796875	0.302939453125	0.770869140625	4.70703125	0.57724609375	386	2	0.3	0.52	0.25333333333333335	1
387	4.9091796875	0.353212890625	0.157919921875	4.70703125	0.57724609375	387	0	0.3	0.5533333333333333	0.0	1
388	4.9091796875	0.353212890625	0.770869140625	2.00390625	0.57724609375	388	2	0.26666666666666666	0.36333333333333334	0.37666666666666665	1
389	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.83740234375	389	6	0.1	0.26	0.4266666666666667	1
390	4.9091796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	390	1	0.26666666666666666	0.48333333333333334	0.0	1
391	2.4716796875	0.353212890625	0.157919921875	2.00390625	0.83740234375	391	9	0.13333333333333333	0.4666666666666667	0.006666666666666667	1
392	2.4716796875	0.302939453125	0.770869140625	2.00390625	0.83740234375	392	6	0.26666666666666666	0.45666666666666667	0.06	1
393	2.4716796875	0.302939453125	0.157919921875	4.70703125	0.83740234375	393	8	0.3	0.5233333333333333	0.0	1
394	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.57724609375	394	6	0.3	0.39	0.0	1
395	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	395	10	0.2	0.36	0.0	1
396	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	396	5	0.16666666666666666	0.51	0.016666666666666666	1
397	3.9716796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	397	5	0.13333333333333333	0.48333333333333334	0.013333333333333334	1
398	3.4091796875	0.797939453125	0.275869140625	2.70703125	0.12724609375	398	6	0.26666666666666666	0.5566666666666666	0.0	1
399	3.4091796875	0.848212890625	0.652919921875	2.70703125	0.12724609375	399	9	0.3333333333333333	0.52	0.016666666666666666	1
400	3.4091796875	0.848212890625	0.275869140625	4.00390625	0.12724609375	400	11	0.26666666666666666	0.5733333333333334	0.01	1
401	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.38740234375000004	401	10	0.36666666666666664	0.47333333333333333	0.006666666666666667	1
402	3.4091796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	402	6	0.23333333333333334	0.45666666666666667	0.01	1
403	3.9716796875	0.848212890625	0.652919921875	4.00390625	0.38740234375000004	403	2	0.26666666666666666	0.48	0.0	1
404	3.9716796875	0.797939453125	0.275869140625	4.00390625	0.38740234375000004	404	4	0.23333333333333334	0.4533333333333333	0.0	1
405	3.9716796875	0.797939453125	0.652919921875	2.70703125	0.38740234375000004	405	7	0.26666666666666666	0.45666666666666667	0.0	1
406	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.12724609375	406	8	0.36666666666666664	0.49666666666666665	0.03666666666666667	1
407	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	407	7	0.3	0.41333333333333333	0.006666666666666667	1
408	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	408	5	0.2	0.4533333333333333	0.006666666666666667	1
409	4.3466796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	409	0	0.2	0.57	0.0	1
410	3.0341796875	0.426689453125	0.152119140625	2.20703125	0.23974609375	410	9	0.3	0.43666666666666665	0.0	1
411	3.0341796875	0.476962890625	0.034169921875	2.20703125	0.23974609375	411	4	0.16666666666666666	0.49	0.0033333333333333335	1
412	3.0341796875	0.476962890625	0.152119140625	2.50390625	0.23974609375	412	6	0.23333333333333334	0.4	0.0	1
413	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.72490234375	413	3	0.23333333333333334	0.4666666666666667	0.0033333333333333335	1
414	3.0341796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	414	8	0.3	0.4866666666666667	0.02	1
415	4.3466796875	0.476962890625	0.034169921875	2.50390625	0.72490234375	415	1	0.3333333333333333	0.4866666666666667	0.0	1
416	4.3466796875	0.426689453125	0.152119140625	2.50390625	0.72490234375	416	0	0.23333333333333334	0.4766666666666667	0.0	1
417	4.3466796875	0.426689453125	0.034169921875	2.20703125	0.72490234375	417	2	0.26666666666666666	0.5933333333333334	0.006666666666666667	1
418	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.23974609375	418	0	0.13333333333333333	0.5966666666666667	0.0033333333333333335	1
419	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	419	2	0.2	0.4066666666666667	0.006666666666666667	1
420	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	420	1	0.23333333333333334	0.4666666666666667	0.5366666666666666	1
421	2.8466796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	421	6	0.26666666666666666	0.4533333333333333	0.04	1
422	4.5341796875	0.921689453125	0.647119140625	4.20703125	0.68974609375	422	3	0.16666666666666666	0.6066666666666667	0.2633333333333333	1
423	4.5341796875	0.971962890625	0.529169921875	4.20703125	0.68974609375	423	2	0.3333333333333333	0.58	0.013333333333333334	1
424	4.5341796875	0.971962890625	0.647119140625	4.50390625	0.68974609375	424	1	0.3333333333333333	0.5133333333333333	0.51	1
425	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.27490234375	425	0	0.2	0.48333333333333334	0.5533333333333333	1
426	4.5341796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	426	2	0.16666666666666666	0.48333333333333334	0.06	1
427	2.8466796875	0.971962890625	0.529169921875	4.50390625	0.27490234375	427	3	0.23333333333333334	0.47	0.0	1
428	2.8466796875	0.921689453125	0.647119140625	4.50390625	0.27490234375	428	9	0.2	0.5166666666666667	0.0	1
429	2.8466796875	0.921689453125	0.529169921875	4.20703125	0.27490234375	429	1	0.3	0.45	0.01	1
430	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.68974609375	430	11	0.26666666666666666	0.69	0.006666666666666667	1
431	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	431	7	0.4	0.44	0.0	1
432	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	432	5	0.36666666666666664	0.4666666666666667	0.04666666666666667	1
433	4.7216796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	433	1	0.23333333333333334	0.5533333333333333	0.056666666666666664	1
434	2.6591796875	0.055439453125	0.523369140625	3.70703125	0.35224609375000004	434	8	0.16666666666666666	0.4866666666666667	0.06666666666666667	1
435	2.6591796875	0.105712890625	0.900419921875	3.70703125	0.35224609375000004	435	9	0.23333333333333334	0.54	0.2633333333333333	1
436	2.6591796875	0.105712890625	0.523369140625	3.00390625	0.35224609375000004	436	3	0.26666666666666666	0.58	0.03	1
437	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.16240234375	437	5	0.26666666666666666	0.4533333333333333	0.056666666666666664	1
438	2.6591796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	438	10	0.23333333333333334	0.62	0.22	1
439	4.7216796875	0.105712890625	0.900419921875	3.00390625	0.16240234375	439	3	0.16666666666666666	0.66	0.3333333333333333	1
440	4.7216796875	0.055439453125	0.523369140625	3.00390625	0.16240234375	440	0	0.26666666666666666	0.45666666666666667	0.21	1
441	4.7216796875	0.055439453125	0.900419921875	3.70703125	0.16240234375	441	14	0.2	0.82	0.47	1
442	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.35224609375000004	442	3	0.13333333333333333	0.32666666666666666	0.4	1
443	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	443	6	0.16666666666666666	0.3433333333333333	0.4	1
444	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	444	2	0.13333333333333333	0.4066666666666667	0.0033333333333333335	1
445	3.2216796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	445	9	0.3	0.34	0.02	1
446	4.1591796875	0.550439453125	0.028369140624999997	1.70703125	0.80224609375	446	1	0.23333333333333334	0.4666666666666667	0.006666666666666667	1
447	4.1591796875	0.600712890625	0.405419921875	1.70703125	0.80224609375	447	2	0.2	0.43	0.0	1
448	4.1591796875	0.600712890625	0.028369140624999997	1.00390625	0.80224609375	448	4	0.23333333333333334	0.5333333333333333	0.01	1
449	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.61240234375	449	3	0.26666666666666666	0.6	0.0	1
450	4.1591796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	450	1	0.16666666666666666	0.5366666666666666	0.0	1
451	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	451	2	0.3333333333333333	0.46	0.0	1
452	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	452	6	0.26666666666666666	0.5466666666666666	0.0	1
453	3.2216796875	0.550439453125	0.405419921875	1.70703125	0.61240234375	453	3	0.23333333333333334	0.49	0.0	1
454	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.80224609375	454	9	0.3	0.38666666666666666	0.01	1
455	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	455	7	0.2	0.42333333333333334	0.023333333333333334	1
456	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	456	3	0.36666666666666664	0.34	0.42	1
457	2.4716796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	457	4	0.2	0.46	0.04666666666666667	1
458	4.9091796875	0.302939453125	0.770869140625	4.70703125	0.57724609375	458	3	0.23333333333333334	0.6066666666666667	0.3433333333333333	1
459	4.9091796875	0.353212890625	0.157919921875	4.70703125	0.57724609375	459	0	0.23333333333333334	0.47	0.0	1
460	4.9091796875	0.353212890625	0.770869140625	2.00390625	0.57724609375	460	2	0.26666666666666666	0.6166666666666667	0.4766666666666667	1
461	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.83740234375	461	3	0.3333333333333333	0.38666666666666666	0.23	1
462	4.9091796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	462	5	0.23333333333333334	0.37666666666666665	0.0	1
463	2.4716796875	0.353212890625	0.157919921875	2.00390625	0.83740234375	463	4	0.26666666666666666	0.45	0.006666666666666667	1
464	2.4716796875	0.302939453125	0.770869140625	2.00390625	0.83740234375	464	3	0.36666666666666664	0.5533333333333333	0.05	1
465	2.4716796875	0.302939453125	0.157919921875	4.70703125	0.83740234375	465	4	0.3333333333333333	0.5733333333333334	0.0	1
466	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.57724609375	466	5	0.3333333333333333	0.5133333333333333	0.0	1
467	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	467	5	0.2	0.5733333333333334	0.013333333333333334	1
468	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	468	5	0.26666666666666666	0.5133333333333333	0.006666666666666667	1
469	3.9716796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	469	2	0.13333333333333333	0.45666666666666667	0.01	1
470	3.4091796875	0.797939453125	0.275869140625	2.70703125	0.12724609375	470	6	0.2	0.43333333333333335	0.0	1
471	3.4091796875	0.848212890625	0.652919921875	2.70703125	0.12724609375	471	6	0.23333333333333334	0.5666666666666667	0.03333333333333333	1
472	3.4091796875	0.848212890625	0.275869140625	4.00390625	0.12724609375	472	3	0.3	0.5	0.0033333333333333335	1
473	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.38740234375000004	473	5	0.3	0.49333333333333335	0.0	1
474	3.4091796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	474	1	0.26666666666666666	0.54	0.03	1
475	3.9716796875	0.848212890625	0.652919921875	4.00390625	0.38740234375000004	475	6	0.2	0.46	0.013333333333333334	1
476	3.9716796875	0.797939453125	0.275869140625	4.00390625	0.38740234375000004	476	7	0.3333333333333333	0.4266666666666667	0.006666666666666667	1
477	3.9716796875	0.797939453125	0.652919921875	2.70703125	0.38740234375000004	477	6	0.23333333333333334	0.5466666666666666	0.023333333333333334	1
478	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.12724609375	478	10	0.23333333333333334	0.6266666666666667	0.016666666666666666	1
479	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	479	1	0.16666666666666666	0.5333333333333333	0.03333333333333333	1
480	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	480	5	0.23333333333333334	0.55	0.006666666666666667	1
481	4.3466796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	481	0	0.26666666666666666	0.47333333333333333	0.0	1
482	3.0341796875	0.426689453125	0.152119140625	2.20703125	0.23974609375	482	5	0.3	0.5466666666666666	0.0033333333333333335	1
483	3.0341796875	0.476962890625	0.034169921875	2.20703125	0.23974609375	483	5	0.3	0.6	0.01	1
484	3.0341796875	0.476962890625	0.152119140625	2.50390625	0.23974609375	484	6	0.3333333333333333	0.36666666666666664	0.0	1
485	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.72490234375	485	7	0.23333333333333334	0.49	0.01	1
486	3.0341796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	486	7	0.3	0.5933333333333334	0.016666666666666666	1
487	4.3466796875	0.476962890625	0.034169921875	2.50390625	0.72490234375	487	2	0.2	0.5266666666666666	0.0	1
488	4.3466796875	0.426689453125	0.152119140625	2.50390625	0.72490234375	488	2	0.23333333333333334	0.6166666666666667	0.0033333333333333335	1
489	4.3466796875	0.426689453125	0.034169921875	2.20703125	0.72490234375	489	0	0.26666666666666666	0.44333333333333336	0.0	1
490	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.23974609375	490	3	0.23333333333333334	0.3933333333333333	0.0033333333333333335	1
491	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	491	1	0.23333333333333334	0.5	0.0	1
492	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	492	0	0.3333333333333333	0.52	0.14333333333333334	1
493	2.8466796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	493	4	0.1	0.48333333333333334	0.01	1
494	4.5341796875	0.921689453125	0.647119140625	4.20703125	0.68974609375	494	1	0.16666666666666666	0.49	0.7633333333333333	1
495	4.5341796875	0.971962890625	0.529169921875	4.20703125	0.68974609375	495	3	0.2	0.44	0.023333333333333334	1
496	4.5341796875	0.971962890625	0.647119140625	4.50390625	0.68974609375	496	4	0.26666666666666666	0.62	0.5366666666666666	1
497	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.27490234375	497	0	0.16666666666666666	0.49666666666666665	0.21333333333333335	1
498	4.5341796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	498	2	0.2	0.5933333333333334	0.006666666666666667	1
499	2.8466796875	0.971962890625	0.529169921875	4.50390625	0.27490234375	499	5	0.16666666666666666	0.51	0.02666666666666667	1
500	2.8466796875	0.921689453125	0.647119140625	4.50390625	0.27490234375	500	8	0.23333333333333334	0.5533333333333333	0.01	1
501	2.8466796875	0.921689453125	0.529169921875	4.20703125	0.27490234375	501	2	0.16666666666666666	0.49	0.006666666666666667	1
502	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.68974609375	502	9	0.3333333333333333	0.5866666666666667	0.0	1
503	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	503	7	0.3	0.4666666666666667	0.0	1
504	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	504	13	0.3333333333333333	0.5966666666666667	0.06666666666666667	1
505	4.7216796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	505	1	0.2	0.5333333333333333	0.08333333333333333	1
506	2.6591796875	0.055439453125	0.523369140625	3.70703125	0.35224609375000004	506	5	0.26666666666666666	0.49	0.03666666666666667	1
507	2.6591796875	0.105712890625	0.900419921875	3.70703125	0.35224609375000004	507	6	0.2	0.53	0.19333333333333333	1
508	2.6591796875	0.105712890625	0.523369140625	3.00390625	0.35224609375000004	508	9	0.23333333333333334	0.56	0.03	1
509	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.16240234375	509	7	0.3	0.57	0.10666666666666667	1
510	2.6591796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	510	12	0.3	0.45666666666666667	0.21666666666666667	1
511	4.7216796875	0.105712890625	0.900419921875	3.00390625	0.16240234375	511	5	0.3	0.30333333333333334	0.44666666666666666	1
512	4.7216796875	0.055439453125	0.523369140625	3.00390625	0.16240234375	512	1	0.26666666666666666	0.44	0.11666666666666667	1
513	4.7216796875	0.055439453125	0.900419921875	3.70703125	0.16240234375	513	9	0.2	0.71	0.38	1
514	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.35224609375000004	514	13	0.13333333333333333	0.74	0.39	1
515	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	515	11	0.23333333333333334	0.24333333333333335	0.4666666666666667	1
516	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	516	0	0.23333333333333334	0.57	0.0	1
517	3.2216796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	517	5	0.23333333333333334	0.5733333333333334	0.0033333333333333335	1
518	4.1591796875	0.550439453125	0.028369140624999997	1.70703125	0.80224609375	518	0	0.16666666666666666	0.4766666666666667	0.0033333333333333335	1
519	4.1591796875	0.600712890625	0.405419921875	1.70703125	0.80224609375	519	1	0.23333333333333334	0.53	0.0	1
520	4.1591796875	0.600712890625	0.028369140624999997	1.00390625	0.80224609375	520	0	0.23333333333333334	0.4666666666666667	0.006666666666666667	1
521	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.61240234375	521	5	0.16666666666666666	0.67	0.006666666666666667	1
522	4.1591796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	522	1	0.3333333333333333	0.5366666666666666	0.0	1
523	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	523	7	0.2	0.43666666666666665	0.0	1
524	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	524	6	0.3333333333333333	0.5766666666666667	0.01	1
525	3.2216796875	0.550439453125	0.405419921875	1.70703125	0.61240234375	525	7	0.26666666666666666	0.46	0.03666666666666667	1
526	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.80224609375	526	7	0.3333333333333333	0.5233333333333333	0.02666666666666667	1
527	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	527	4	0.1	0.5466666666666666	0.006666666666666667	1
528	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	528	4	0.16666666666666666	0.38666666666666666	0.47333333333333333	1
529	2.4716796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	529	10	0.3	0.53	0.10333333333333333	1
530	4.9091796875	0.302939453125	0.770869140625	4.70703125	0.57724609375	530	5	0.1	0.35333333333333333	0.36333333333333334	1
531	4.9091796875	0.353212890625	0.157919921875	4.70703125	0.57724609375	531	5	0.3	0.54	0.0033333333333333335	1
532	4.9091796875	0.353212890625	0.770869140625	2.00390625	0.57724609375	532	5	0.26666666666666666	0.3	0.5266666666666666	1
533	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.83740234375	533	2	0.1	0.38333333333333336	0.36666666666666664	1
534	4.9091796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	534	0	0.26666666666666666	0.5733333333333334	0.0	1
535	2.4716796875	0.353212890625	0.157919921875	2.00390625	0.83740234375	535	3	0.16666666666666666	0.48	0.023333333333333334	1
536	2.4716796875	0.302939453125	0.770869140625	2.00390625	0.83740234375	536	7	0.16666666666666666	0.51	0.06666666666666667	1
537	2.4716796875	0.302939453125	0.157919921875	4.70703125	0.83740234375	537	5	0.3333333333333333	0.39666666666666667	0.0033333333333333335	1
538	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.57724609375	538	7	0.23333333333333334	0.5966666666666667	0.0	1
539	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	539	6	0.3333333333333333	0.57	0.0	1
540	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	540	8	0.36666666666666664	0.56	0.006666666666666667	1
541	3.9716796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	541	3	0.3	0.5466666666666666	0.0	1
542	3.4091796875	0.797939453125	0.275869140625	2.70703125	0.12724609375	542	6	0.3333333333333333	0.5533333333333333	0.0	1
543	3.4091796875	0.848212890625	0.652919921875	2.70703125	0.12724609375	543	7	0.3	0.6066666666666667	0.006666666666666667	1
544	3.4091796875	0.848212890625	0.275869140625	4.00390625	0.12724609375	544	7	0.16666666666666666	0.44333333333333336	0.013333333333333334	1
545	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.38740234375000004	545	4	0.3333333333333333	0.5466666666666666	0.0	1
546	3.4091796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	546	4	0.2	0.5266666666666666	0.02	1
547	3.9716796875	0.848212890625	0.652919921875	4.00390625	0.38740234375000004	547	8	0.4	0.47	0.06333333333333334	1
548	3.9716796875	0.797939453125	0.275869140625	4.00390625	0.38740234375000004	548	4	0.3333333333333333	0.56	0.0	1
549	3.9716796875	0.797939453125	0.652919921875	2.70703125	0.38740234375000004	549	7	0.23333333333333334	0.4033333333333333	0.023333333333333334	1
550	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.12724609375	550	6	0.23333333333333334	0.4533333333333333	0.016666666666666666	1
551	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	551	2	0.23333333333333334	0.4666666666666667	0.0	1
552	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	552	6	0.2	0.49333333333333335	0.0	1
553	4.3466796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	553	3	0.23333333333333334	0.6133333333333333	0.0	1
554	3.0341796875	0.426689453125	0.152119140625	2.20703125	0.23974609375	554	4	0.36666666666666664	0.5533333333333333	0.0	1
555	3.0341796875	0.476962890625	0.034169921875	2.20703125	0.23974609375	555	4	0.3	0.4766666666666667	0.006666666666666667	1
556	3.0341796875	0.476962890625	0.152119140625	2.50390625	0.23974609375	556	6	0.16666666666666666	0.5066666666666667	0.0	1
557	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.72490234375	557	6	0.23333333333333334	0.48333333333333334	0.016666666666666666	1
558	3.0341796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	558	6	0.3333333333333333	0.5533333333333333	0.01	1
559	4.3466796875	0.476962890625	0.034169921875	2.50390625	0.72490234375	559	3	0.13333333333333333	0.3933333333333333	0.01	1
560	4.3466796875	0.426689453125	0.152119140625	2.50390625	0.72490234375	560	0	0.16666666666666666	0.4166666666666667	0.0	1
561	4.3466796875	0.426689453125	0.034169921875	2.20703125	0.72490234375	561	0	0.16666666666666666	0.5266666666666666	0.0033333333333333335	1
562	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.23974609375	562	1	0.16666666666666666	0.49666666666666665	0.006666666666666667	1
563	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	563	2	0.26666666666666666	0.38333333333333336	0.006666666666666667	1
564	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	564	0	0.3	0.5233333333333333	0.03666666666666667	1
565	2.8466796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	565	4	0.1	0.49666666666666665	0.006666666666666667	1
566	4.5341796875	0.921689453125	0.647119140625	4.20703125	0.68974609375	566	2	0.26666666666666666	0.35	0.15666666666666668	1
567	4.5341796875	0.971962890625	0.529169921875	4.20703125	0.68974609375	567	0	0.23333333333333334	0.44333333333333336	0.0	1
568	4.5341796875	0.971962890625	0.647119140625	4.50390625	0.68974609375	568	1	0.2	0.49333333333333335	0.45666666666666667	1
569	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.27490234375	569	2	0.16666666666666666	0.5566666666666666	0.22333333333333333	1
570	4.5341796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	570	1	0.23333333333333334	0.5366666666666666	0.05333333333333334	1
571	2.8466796875	0.971962890625	0.529169921875	4.50390625	0.27490234375	571	3	0.13333333333333333	0.55	0.0	1
572	2.8466796875	0.921689453125	0.647119140625	4.50390625	0.27490234375	572	2	0.3	0.44333333333333336	0.023333333333333334	1
573	2.8466796875	0.921689453125	0.529169921875	4.20703125	0.27490234375	573	3	0.26666666666666666	0.43	0.013333333333333334	1
574	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.68974609375	574	6	0.3	0.4533333333333333	0.0	1
575	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	575	1	0.16666666666666666	0.44666666666666666	0.04666666666666667	1
576	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	576	7	0.16666666666666666	0.5766666666666667	0.09	1
577	4.7216796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	577	2	0.16666666666666666	0.5933333333333334	0.056666666666666664	1
578	2.6591796875	0.055439453125	0.523369140625	3.70703125	0.35224609375000004	578	10	0.3333333333333333	0.41	0.03333333333333333	1
579	2.6591796875	0.105712890625	0.900419921875	3.70703125	0.35224609375000004	579	9	0.3	0.5166666666666667	0.14666666666666667	1
580	2.6591796875	0.105712890625	0.523369140625	3.00390625	0.35224609375000004	580	3	0.3	0.46	0.043333333333333335	1
581	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.16240234375	581	5	0.23333333333333334	0.55	0.03666666666666667	1
582	2.6591796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	582	9	0.3	0.4266666666666667	0.2733333333333333	1
583	4.7216796875	0.105712890625	0.900419921875	3.00390625	0.16240234375	583	7	0.3333333333333333	0.7366666666666667	0.41333333333333333	1
584	4.7216796875	0.055439453125	0.523369140625	3.00390625	0.16240234375	584	5	0.2	0.34	0.15	1
585	4.7216796875	0.055439453125	0.900419921875	3.70703125	0.16240234375	585	7	0.26666666666666666	0.31	0.29	1
586	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.35224609375000004	586	11	0.13333333333333333	0.7733333333333333	0.4066666666666667	1
587	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	587	11	0.13333333333333333	0.7666666666666667	0.43	1
588	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	588	1	0.16666666666666666	0.48333333333333334	0.0	1
589	3.2216796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	589	6	0.2	0.46	0.013333333333333334	1
590	4.1591796875	0.550439453125	0.028369140624999997	1.70703125	0.80224609375	590	0	0.26666666666666666	0.52	0.006666666666666667	1
591	4.1591796875	0.600712890625	0.405419921875	1.70703125	0.80224609375	591	0	0.26666666666666666	0.4533333333333333	0.0	1
592	4.1591796875	0.600712890625	0.028369140624999997	1.00390625	0.80224609375	592	2	0.26666666666666666	0.41333333333333333	0.0033333333333333335	1
593	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.61240234375	593	1	0.13333333333333333	0.5666666666666667	0.006666666666666667	1
594	4.1591796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	594	2	0.23333333333333334	0.5866666666666667	0.01	1
595	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	595	6	0.26666666666666666	0.52	0.0	1
596	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	596	8	0.23333333333333334	0.6333333333333333	0.0033333333333333335	1
